EmployeeID,Name,Department,Age,Experience,Salary,JoiningDate,Rating,RemoteWorker,ManagerID
85,Emp_85,Sales,46,33,69292,27-10-2010,1.7,FALSE,157
86,Emp_86,Support,52,26,145178,25-04-2010,3.4,FALSE,131
87,Emp_87,Support,46,5,146868,18-07-2009,2.3,TRUE,146
88,Emp_88,HR,53,23,108461,20-12-2022,4.5,FALSE,127
89,Emp_89,HR,58,16,62640,17-10-2021,1.7,TRUE,146
90,Emp_90,Engineering,39,24,42023,15-06-2008,4.8,TRUE,158
91,Emp_91,Finance,31,11,98154,30-08-2023,2.9,FALSE,182
92,Emp_92,Support,28,5,137258,21-02-2015,4.9,TRUE,135
93,Emp_93,Support,43,2,146545,09-12-2010,1.9,FALSE,196
94,Emp_94,Engineering,39,24,36435,28-03-2015,2.3,FALSE,174
95,Emp_95,Engineering,40,27,66487,09-11-2009,2.6,TRUE,157
96,Emp_96,Finance,52,33,101720,02-06-2006,4.4,FALSE,140
97,Emp_97,HR,33,19,147116,10-12-2014,3.8,FALSE,156
98,Emp_98,HR,57,17,99834,08-02-2023,4.4,FALSE,114
99,Emp_99,Sales,56,13,82883,31-10-2018,,FALSE,102
100,Emp_100,Finance,25,12,71870,14-03-2018,3.2,TRUE,180
101,Emp_101,Finance,46,0,69505,28-05-2012,2.1,FALSE,157
102,Emp_102,HR,52,15,111431,12-07-2018,4.3,TRUE,133
103,Emp_103,Engineering,31,20,130545,09-06-2014,3.4,TRUE,172
104,Emp_104,Engineering,23,31,76936,14-02-2006,3.5,FALSE,183
105,Emp_105,Finance,23,14,39275,20-06-2023,1.6,TRUE,124
106,Emp_106,Finance,56,32,80987,19-12-2022,1.5,FALSE,163
107,Emp_107,Support,52,22,65696,26-03-2012,2.2,TRUE,127
108,Emp_108,Finance,40,18,134748,18-05-2012,,FALSE,184
109,Emp_109,Support,,19,60205,05-02-2016,1.4,FALSE,196
110,Emp_110,Engineering,43,13,146784,25-09-2018,3.4,FALSE,103
111,Emp_111,Support,34,17,,29-03-2016,1.9,TRUE,142
112,Emp_112,Support,34,20,108866,03-09-2023,4.6,FALSE,199
113,Emp_113,Support,50,0,77771,18-09-2018,4.1,FALSE,124
114,Emp_114,HR,49,20,34193,08-03-2005,4.1,TRUE,121
115,Emp_115,Finance,31,23,35944,30-12-2012,1.5,TRUE,170
116,Emp_116,HR,31,12,109233,27-07-2011,4.1,TRUE,187
117,Emp_117,Support,58,24,102009,28-02-2013,4.1,TRUE,187
118,Emp_118,Sales,,18,51877,16-08-2016,1.1,TRUE,122
119,Emp_119,Sales,41,29,131520,23-07-2019,3.7,FALSE,190
120,Emp_120,HR,46,19,52026,16-06-2023,3,TRUE,174
121,Emp_121,Support,59,32,43735,11-02-2011,2.1,FALSE,139
122,Emp_122,Sales,,14,98390,24-04-2008,1.4,FALSE,109
123,Emp_123,Sales,46,34,51460,31-05-2020,1.7,FALSE,141
124,Emp_124,Support,58,4,93907,19-02-2021,2.8,TRUE,101
125,Emp_125,Finance,38,6,100257,02-07-2023,4,FALSE,165
126,Emp_126,Engineering,32,23,130241,14-06-2012,1.5,TRUE,182
127,Emp_127,Engineering,55,20,105844,25-03-2013,4.3,TRUE,142
128,Emp_128,HR,39,5,40915,23-09-2008,2.9,TRUE,124
129,Emp_129,HR,55,22,40539,01-06-2018,2.7,FALSE,106
130,Emp_130,Finance,24,24,130483,01-12-2020,4.3,TRUE,134
131,Emp_131,HR,58,30,,11-12-2009,3,TRUE,118
132,Emp_132,HR,29,17,34608,26-11-2006,2.5,FALSE,120
133,Emp_133,Engineering,34,15,52578,18-09-2015,3.1,TRUE,131
134,Emp_134,Engineering,59,9,99772,20-04-2015,2,TRUE,172
135,Emp_135,Engineering,50,4,142789,11-10-2022,2.5,TRUE,152
136,Emp_136,HR,52,15,77585,21-01-2012,4.4,TRUE,121
137,Emp_137,HR,42,9,130090,01-06-2021,1.2,FALSE,172
138,Emp_138,Sales,,10,74230,06-08-2010,3.2,TRUE,159
139,Emp_139,Engineering,39,20,100684,16-12-2007,1,TRUE,177
140,Emp_140,Sales,38,12,121929,27-11-2012,2.4,FALSE,172
141,Emp_141,Finance,25,32,70652,27-03-2020,1.8,FALSE,170
142,Emp_142,HR,39,32,102038,09-11-2006,2.9,TRUE,108
143,Emp_143,Sales,58,20,86520,04-05-2009,4.3,TRUE,132
144,Emp_144,Engineering,56,27,65995,09-10-2021,1.8,TRUE,122
145,Emp_145,Finance,41,30,138967,23-01-2008,3.8,FALSE,122
146,Emp_146,Finance,34,10,94327,31-12-2013,1.6,TRUE,190
147,Emp_147,Finance,56,33,52891,20-03-2015,4.4,TRUE,189
148,Emp_148,Engineering,38,30,97072,02-02-2023,2.7,FALSE,125
149,Emp_149,Sales,,12,121290,17-11-2016,1.6,TRUE,147
150,Emp_150,Finance,23,6,85150,11-10-2012,2.2,TRUE,165
151,Emp_151,HR,48,13,53155,16-07-2020,2.7,FALSE,180
152,Emp_152,Finance,58,10,96408,21-07-2023,3.8,TRUE,165
153,Emp_153,Sales,31,14,103029,18-06-2010,1.2,TRUE,157
154,Emp_154,Finance,58,14,68514,26-01-2023,4.6,FALSE,131
155,Emp_155,Support,,19,134452,19-03-2006,2.4,FALSE,131
156,Emp_156,Finance,52,31,109435,07-04-2015,2.1,FALSE,163
157,Emp_157,Sales,36,27,35790,05-02-2012,1.4,TRUE,122
158,Emp_158,Engineering,44,24,60266,04-01-2010,3.4,FALSE,196
159,Emp_159,Sales,38,22,122087,27-04-2013,3.6,FALSE,185
160,Emp_160,Sales,57,19,118577,22-08-2015,2.3,FALSE,127
161,Emp_161,Support,59,17,118378,21-07-2022,1.3,TRUE,136
162,Emp_162,Support,59,28,35567,26-04-2020,2.8,FALSE,199
163,Emp_163,Support,56,4,74508,05-10-2020,4.2,FALSE,198
164,Emp_164,Sales,57,0,114186,01-08-2010,1.9,TRUE,146
165,Emp_165,HR,52,11,119545,20-11-2020,3,TRUE,177
166,Emp_166,HR,32,17,92293,12-11-2010,3.2,FALSE,193
167,Emp_167,HR,25,3,89246,14-12-2021,1.4,TRUE,174
168,Emp_168,HR,57,34,135806,25-11-2011,4.4,FALSE,175
169,Emp_169,Engineering,,8,92644,26-10-2015,2,FALSE,113
170,Emp_170,Sales,24,18,91577,26-01-2011,3.8,FALSE,182
171,Emp_171,Support,38,20,79508,24-10-2013,3.5,TRUE,159
172,Emp_172,Support,33,10,119554,12-02-2013,4.4,FALSE,136
173,Emp_173,Sales,44,14,,18-09-2012,1.1,FALSE,173
174,Emp_174,Finance,57,1,127999,21-11-2017,2.1,FALSE,184
175,Emp_175,Finance,32,19,102363,05-07-2019,4.1,FALSE,129
176,Emp_176,Support,25,29,44030,07-08-2023,3.9,FALSE,195
177,Emp_177,Sales,58,19,98958,07-04-2012,1.2,TRUE,133
178,Emp_178,Engineering,46,28,102496,13-07-2015,1.8,FALSE,150
179,Emp_179,Engineering,55,34,103667,05-10-2023,1.5,FALSE,179
180,Emp_180,Support,25,3,80503,28-01-2009,1.5,FALSE,166
181,Emp_181,Finance,46,24,60239,04-09-2013,2,FALSE,170
182,Emp_182,Sales,24,8,60533,09-12-2008,,TRUE,193
183,Emp_183,Support,52,0,122070,23-12-2013,4.4,FALSE,144
184,Emp_184,HR,28,23,123722,05-08-2010,4.6,FALSE,129
185,Emp_185,Support,47,3,71985,24-06-2021,1.8,TRUE,186
186,Emp_186,Finance,56,21,79579,20-04-2023,3.9,TRUE,113
187,Emp_187,Sales,54,33,125802,24-11-2016,1.9,FALSE,171
188,Emp_188,Finance,32,10,80694,12-08-2023,2.2,TRUE,190
189,Emp_189,Sales,,12,59371,23-01-2022,2.1,TRUE,151
190,Emp_190,Support,59,21,51016,28-02-2020,1.5,TRUE,196
191,Emp_191,Finance,44,8,147931,03-10-2023,3.5,TRUE,113
192,Emp_192,HR,26,33,45943,09-04-2007,4.6,FALSE,127
193,Emp_193,Engineering,59,24,,26-09-2019,1.1,TRUE,115
194,Emp_194,HR,51,29,37775,18-10-2005,2.3,TRUE,155
195,Emp_195,HR,35,15,104289,20-08-2016,3,TRUE,153
196,Emp_196,HR,55,27,129295,27-09-2015,3.8,TRUE,162
197,Emp_197,HR,48,9,54674,08-03-2010,3.4,TRUE,170
198,Emp_198,Sales,31,32,34657,12-08-2013,4.6,FALSE,106
199,Emp_199,Sales,56,6,85139,17-12-2005,4.4,FALSE,139
200,Emp_200,HR,,32,136743,23-03-2010,2.2,TRUE,184
201,Emp_201,Finance,38,6,51342,27-12-2016,2.7,FALSE,182
202,Emp_202,Engineering,44,17,,07-04-2008,3,FALSE,139
203,Emp_203,Support,28,19,31000,13-07-2023,2.2,FALSE,171
204,Emp_204,Engineering,53,24,77164,21-07-2011,2.5,FALSE,169
205,Emp_205,Sales,28,10,105486,03-10-2011,1.5,TRUE,167
206,Emp_206,Finance,26,10,53469,15-01-2022,3.9,FALSE,105
207,Emp_207,Engineering,50,4,107742,01-09-2007,4,TRUE,108
208,Emp_208,Finance,25,30,56407,19-07-2009,2.3,TRUE,199
209,Emp_209,HR,,9,42425,24-05-2010,2.6,FALSE,108
210,Emp_210,Engineering,46,3,140867,27-08-2008,1.2,FALSE,117
211,Emp_211,Sales,41,17,36632,11-08-2011,4.9,FALSE,175
212,Emp_212,Engineering,37,27,105075,08-04-2018,3.5,TRUE,186
213,Emp_213,Sales,40,30,144199,07-09-2009,1,TRUE,172
214,Emp_214,Finance,44,22,110773,21-08-2016,1.5,FALSE,187
215,Emp_215,Support,54,19,83674,25-10-2022,4.1,FALSE,174
216,Emp_216,HR,25,26,39525,10-01-2008,3.4,TRUE,159
217,Emp_217,Finance,50,30,83024,23-11-2016,4.1,FALSE,197
218,Emp_218,Engineering,34,14,,18-10-2008,2.8,FALSE,170
219,Emp_219,Support,45,1,100489,14-05-2015,3.8,FALSE,167
220,Emp_220,Sales,29,10,37211,27-11-2010,,FALSE,101
221,Emp_221,Sales,46,3,100209,29-04-2012,2.2,FALSE,195
222,Emp_222,Finance,31,14,42818,13-09-2015,4.1,TRUE,146
223,Emp_223,Sales,39,4,128317,19-05-2014,,TRUE,188
224,Emp_224,Support,54,11,108716,02-07-2023,4.4,TRUE,129
225,Emp_225,HR,32,11,121235,22-11-2005,4,FALSE,139
226,Emp_226,Support,25,27,84717,05-05-2020,4.4,FALSE,170
227,Emp_227,Support,54,33,,06-07-2016,3.6,FALSE,103
228,Emp_228,Engineering,32,3,126411,04-10-2014,4.4,FALSE,191
229,Emp_229,Sales,33,4,125596,24-06-2016,2,FALSE,109
230,Emp_230,Finance,40,7,106001,20-09-2014,1.8,FALSE,180
231,Emp_231,Sales,36,16,43469,06-02-2022,4.7,FALSE,173
232,Emp_232,Support,29,12,106486,16-02-2023,2.6,FALSE,152
233,Emp_233,Finance,52,15,36489,22-04-2008,1,FALSE,167
234,Emp_234,Support,49,18,144342,21-11-2009,4.9,FALSE,192
235,Emp_235,Sales,55,10,34576,04-06-2011,1.2,TRUE,133
236,Emp_236,Support,32,23,,31-01-2007,2.7,TRUE,109
237,Emp_237,Sales,34,33,101164,10-02-2015,4.9,FALSE,159
238,Emp_238,Engineering,22,7,103161,17-08-2008,2.2,TRUE,147
239,Emp_239,Finance,39,15,70350,15-12-2019,4.4,TRUE,171
240,Emp_240,Finance,58,2,105280,20-10-2022,2.8,TRUE,137
241,Emp_241,HR,56,34,135289,28-01-2011,3,TRUE,155
242,Emp_242,Finance,43,12,100916,10-02-2008,3.4,FALSE,142
243,Emp_243,Engineering,59,16,82227,04-06-2021,4.9,TRUE,121
244,Emp_244,HR,30,29,72603,12-04-2017,,TRUE,120
245,Emp_245,Support,38,12,96784,06-09-2014,2.8,TRUE,180
246,Emp_246,Sales,23,13,93546,06-05-2022,3.9,FALSE,165
247,Emp_247,Support,42,16,54277,28-01-2013,2.6,FALSE,134
248,Emp_248,Sales,30,10,69332,30-07-2020,3.5,FALSE,160
249,Emp_249,Sales,36,21,126734,01-12-2017,4.8,TRUE,189
250,Emp_250,Engineering,56,7,117677,29-03-2020,1.1,FALSE,171
251,Emp_251,Engineering,33,16,,08-04-2016,4.9,TRUE,144
252,Emp_252,HR,,27,114850,22-02-2013,3.3,TRUE,133
253,Emp_253,Engineering,36,18,46400,10-10-2009,3.7,TRUE,119
254,Emp_254,Engineering,59,17,131199,05-01-2010,1.1,FALSE,107
255,Emp_255,Sales,58,8,84485,07-09-2023,2.4,FALSE,165
256,Emp_256,Engineering,26,6,100921,05-08-2019,1.9,TRUE,124
257,Emp_257,Support,34,33,140274,04-08-2013,3.6,FALSE,143
258,Emp_258,Support,31,30,79920,02-10-2018,2.2,TRUE,132
259,Emp_259,Support,56,10,73098,31-10-2009,,TRUE,172
260,Emp_260,HR,42,34,47306,31-03-2022,3.9,TRUE,129
261,Emp_261,Sales,40,5,103984,04-12-2019,2.8,FALSE,113
262,Emp_262,Support,36,26,99635,20-12-2007,3.7,FALSE,136
263,Emp_263,Engineering,52,25,32422,28-11-2021,3,TRUE,163
264,Emp_264,Support,53,26,84789,14-03-2007,1.4,TRUE,165
265,Emp_265,Sales,47,3,64845,25-03-2022,4.2,FALSE,190
266,Emp_266,Engineering,54,8,102168,08-02-2010,1.5,TRUE,173
267,Emp_267,Support,58,12,128415,12-03-2018,1.1,TRUE,103
268,Emp_268,Sales,46,11,89369,15-08-2022,4.8,FALSE,142
269,Emp_269,HR,29,17,,07-01-2009,1.6,TRUE,184
270,Emp_270,Support,42,33,83628,03-01-2011,4.7,FALSE,176
271,Emp_271,Sales,50,3,115019,12-06-2009,2.1,FALSE,197
272,Emp_272,Support,50,17,,26-12-2013,,FALSE,107
273,Emp_273,Finance,47,12,133501,24-09-2006,2.1,FALSE,192
274,Emp_274,HR,53,22,124331,07-09-2005,3.5,TRUE,192
275,Emp_275,Finance,38,12,147680,08-10-2011,1.7,FALSE,120
276,Emp_276,Support,42,19,35401,17-10-2007,4.9,TRUE,165
277,Emp_277,Engineering,23,6,149499,11-06-2012,1.7,TRUE,117
278,Emp_278,Support,39,32,82059,17-10-2007,1.8,FALSE,160
279,Emp_279,Finance,40,23,97331,29-08-2018,2.8,FALSE,181
280,Emp_280,Finance,49,26,66161,05-02-2009,2.1,FALSE,168
281,Emp_281,HR,50,23,149735,11-12-2006,4.2,FALSE,100
282,Emp_282,HR,33,23,109598,06-04-2016,,TRUE,187
283,Emp_283,Support,59,26,57850,12-05-2023,4.3,TRUE,131
284,Emp_284,Finance,33,30,147212,28-11-2016,3.3,TRUE,115
285,Emp_285,Finance,55,12,121383,22-07-2023,3.5,TRUE,153
286,Emp_286,HR,52,3,98091,22-11-2020,1.9,FALSE,102
287,Emp_287,Sales,23,22,144741,26-11-2007,3.9,TRUE,152
288,Emp_288,Sales,43,18,45906,23-06-2010,4.4,TRUE,115
289,Emp_289,HR,33,12,110021,20-04-2020,1.3,TRUE,127
290,Emp_290,Sales,23,13,136201,23-02-2008,2.7,TRUE,148
291,Emp_291,Engineering,33,1,100867,03-05-2023,1.2,TRUE,175
292,Emp_292,HR,34,1,65146,20-11-2008,1.2,TRUE,157
293,Emp_293,Sales,52,25,140350,17-10-2023,3,TRUE,128
294,Emp_294,Sales,23,15,132648,23-07-2006,4.4,FALSE,152
295,Emp_295,Engineering,51,1,122969,09-03-2023,3.1,FALSE,176
296,Emp_296,HR,34,15,88159,13-06-2017,3.5,FALSE,192
297,Emp_297,HR,56,19,31858,04-03-2018,4.5,TRUE,107
298,Emp_298,Finance,34,10,63787,13-09-2023,4.2,FALSE,135
299,Emp_299,Engineering,43,34,50195,27-01-2005,,FALSE,153
300,Emp_300,Engineering,52,2,84506,09-12-2020,4.7,FALSE,111
301,Emp_301,Engineering,24,31,35883,07-11-2018,2.2,FALSE,166
302,Emp_302,Engineering,43,0,100695,15-05-2021,2.1,TRUE,110
303,Emp_303,Engineering,56,33,83645,21-07-2012,3.3,FALSE,187
304,Emp_304,Sales,53,12,133246,05-01-2010,4.1,TRUE,117
305,Emp_305,Support,57,32,142626,23-07-2010,3,TRUE,166
306,Emp_306,Finance,39,26,138290,16-01-2016,4.4,FALSE,133
307,Emp_307,Finance,23,17,133374,26-02-2012,1.7,FALSE,159
308,Emp_308,Finance,50,32,64486,11-07-2005,2.6,FALSE,124
309,Emp_309,Support,,15,49898,15-09-2015,2.2,TRUE,122
310,Emp_310,Engineering,22,14,113622,03-06-2008,4.3,TRUE,158
311,Emp_311,Support,52,6,121970,18-11-2006,2.8,TRUE,111
312,Emp_312,Sales,56,13,107394,31-08-2008,4.3,FALSE,184
313,Emp_313,Finance,38,8,133606,02-11-2016,2.1,FALSE,160
314,Emp_314,Sales,24,13,70373,15-08-2005,1.3,TRUE,139
315,Emp_315,Support,38,9,119187,21-11-2006,2,TRUE,118
316,Emp_316,Support,34,13,96326,30-01-2013,4.6,TRUE,117
317,Emp_317,HR,35,16,37095,05-01-2023,4.7,TRUE,178
318,Emp_318,Finance,59,30,148327,21-07-2018,2.1,TRUE,171
319,Emp_319,HR,58,7,83325,28-05-2007,1.8,TRUE,129
320,Emp_320,Support,53,10,61589,11-05-2022,4.8,FALSE,163
321,Emp_321,Support,56,20,143190,26-04-2011,1.4,FALSE,122
322,Emp_322,Support,24,21,111828,10-02-2021,4.9,FALSE,150
323,Emp_323,Sales,33,20,43098,21-04-2011,2.4,TRUE,124
324,Emp_324,HR,50,15,40932,04-10-2007,2.2,TRUE,186
325,Emp_325,Support,33,26,111634,12-11-2019,2.7,TRUE,111
326,Emp_326,HR,,30,102243,16-05-2019,4.6,FALSE,131
327,Emp_327,Engineering,24,22,132812,31-07-2020,1.8,FALSE,194
328,Emp_328,Engineering,25,24,118037,05-09-2014,2.5,FALSE,153
329,Emp_329,Engineering,56,19,75048,25-11-2022,4.8,TRUE,169
330,Emp_330,Sales,26,24,121990,07-09-2009,1.2,TRUE,158
331,Emp_331,Support,48,12,105961,17-03-2009,2.1,FALSE,164
332,Emp_332,Engineering,26,18,,31-07-2007,5,TRUE,191
333,Emp_333,Sales,,24,,17-01-2021,4.5,TRUE,100
334,Emp_334,Support,42,17,88791,12-03-2011,4,FALSE,163
335,Emp_335,Engineering,59,29,113989,15-11-2008,1.1,TRUE,168
336,Emp_336,Engineering,50,5,123397,22-06-2008,2.9,TRUE,106
337,Emp_337,HR,33,12,85872,13-08-2020,1.5,TRUE,133
338,Emp_338,Finance,27,22,44090,26-03-2005,2.4,TRUE,195
339,Emp_339,HR,23,17,76332,23-11-2015,1.7,FALSE,122
340,Emp_340,Support,55,34,34311,03-04-2010,2.7,FALSE,197
341,Emp_341,HR,36,30,119150,23-11-2020,4.9,FALSE,182
342,Emp_342,Finance,28,9,112753,14-04-2023,1.3,TRUE,185
343,Emp_343,Finance,52,14,36475,03-02-2005,4.2,TRUE,102
344,Emp_344,Engineering,27,16,135372,05-05-2022,3.5,TRUE,152
345,Emp_345,Finance,48,11,112165,13-06-2006,1.6,FALSE,172
346,Emp_346,Sales,56,19,41436,09-12-2007,2.9,FALSE,198
347,Emp_347,Finance,40,15,56334,17-10-2018,4.2,FALSE,127
348,Emp_348,HR,46,21,72383,29-04-2007,2.4,FALSE,174
349,Emp_349,Support,51,3,111358,20-03-2022,2.6,TRUE,112
350,Emp_350,Sales,24,27,130662,23-12-2016,3.9,TRUE,174
351,Emp_351,Sales,28,25,104068,29-11-2013,4.9,TRUE,196
352,Emp_352,Sales,40,27,126416,16-06-2023,1.5,TRUE,195
353,Emp_353,Engineering,40,19,107454,23-08-2020,2.4,FALSE,121
354,Emp_354,HR,47,18,132427,22-06-2005,1.3,TRUE,116
355,Emp_355,Sales,40,2,32534,04-06-2013,1,FALSE,104
356,Emp_356,Finance,45,5,141225,16-01-2009,2.2,TRUE,124
357,Emp_357,Sales,44,4,51324,11-12-2014,1.8,TRUE,142
358,Emp_358,HR,40,30,149085,16-08-2013,3,TRUE,153
359,Emp_359,Finance,28,20,98084,08-05-2007,2.4,FALSE,186
360,Emp_360,Sales,39,11,88400,16-01-2016,1.7,FALSE,133
361,Emp_361,Support,38,15,118285,22-09-2013,4.8,TRUE,148
362,Emp_362,Support,,4,122055,04-07-2012,4,FALSE,190
363,Emp_363,HR,26,31,,10-01-2017,,TRUE,173
364,Emp_364,HR,45,6,102826,24-05-2012,2.1,TRUE,195
365,Emp_365,Finance,44,13,49042,14-01-2015,4.2,FALSE,132
366,Emp_366,Engineering,40,1,38573,09-09-2015,4.9,FALSE,161
367,Emp_367,HR,36,9,50642,29-06-2017,4.9,FALSE,112
368,Emp_368,Finance,52,14,72061,29-09-2005,3.8,FALSE,113
369,Emp_369,Finance,50,27,37127,28-01-2020,3.1,TRUE,103
370,Emp_370,Engineering,57,33,72943,27-07-2018,1.5,FALSE,150
371,Emp_371,HR,31,19,131740,08-03-2005,2.1,TRUE,102
372,Emp_372,Engineering,41,17,132881,19-12-2010,4.6,FALSE,118
373,Emp_373,Finance,29,30,70038,23-07-2013,4.6,TRUE,189
374,Emp_374,HR,37,19,55227,14-07-2007,2.1,FALSE,113
375,Emp_375,HR,51,20,100187,30-03-2018,3.1,FALSE,159
376,Emp_376,Support,54,10,83341,03-07-2016,3.2,FALSE,162
377,Emp_377,Support,22,11,32254,08-10-2022,4.1,TRUE,108
378,Emp_378,Finance,45,8,132306,27-09-2021,4.8,FALSE,169
379,Emp_379,HR,41,3,111172,26-04-2008,4.1,TRUE,155
380,Emp_380,Engineering,41,31,113962,30-04-2005,4,TRUE,121
381,Emp_381,Engineering,46,34,,11-07-2016,4.2,TRUE,180
382,Emp_382,Support,41,12,145158,06-11-2021,2.4,FALSE,153
